Entity,Label
essa,OBJECT
bagunça,OBJECT
a,OBJECT
onde,OBJECT
o,OBJECT
mal,OBJECT
muita,OBJECT
pessoas,PERSON
tem,OBJECT
medo,OBJECT
porque,OBJECT
por,OBJECT
traz,OBJECT
tem,OBJECT
bandido,PERSON
de,OBJECT
outros,OBJECT
locais,LOCATION
.,OBJECT
O,OBJECT
policial,PERSON
Guimarães,PERSON
foi,OBJECT
morto,OBJECT
por,OBJECT
que,OBJECT
combatia,OBJECT
o,OBJECT
tráfico,OBJECT
na,OBJECT
comunidade,LOCATION
onde,OBJECT
famíliares,PERSON
residen,OBJECT
o,OBJECT
mesmo,OBJECT
já,OBJECT
havia,OBJECT
sido,OBJECT
ameaçado,OBJECT
por,OBJECT
integrantes,PERSON
do,OBJECT
tráfico,OBJECT
na,OBJECT
localidade,LOCATION
onde,OBJECT
um,OBJECT
dos,OBJECT
integrantes,PERSON
e,OBJECT
seu,OBJECT
próprio,OBJECT
sobrinho,PERSON
Placa,OBJECT
mqo9779,OBJECT
Traficantes,PERSON
do,OBJECT
CV,ORGANIZATION
sob,OBJECT
a,OBJECT
liderança,PERSON
de,OBJECT
grisalho,OBJECT
dono,PERSON
da,OBJECT
boca,OBJECT
na,OBJECT
favelinha,OBJECT
no,OBJECT
vila,OBJECT
3,OBJECT
",",OBJECT
em,OBJECT
resposta,OBJECT
as,OBJECT
ações,OBJECT
do,OBJECT
7,OBJECT
°,OBJECT
BPM,OBJECT
",",OBJECT
ampliam,OBJECT
o,OBJECT
funcionamento,OBJECT
da,OBJECT
boca,OBJECT
",",OBJECT
que,OBJECT
agora,OBJECT
funciona,OBJECT
24hs,OBJECT
por,OBJECT
dia,OBJECT
durante,OBJECT
7,OBJECT
dias,OBJECT
pra,OBJECT
mostrar,OBJECT
que,OBJECT
tudo,OBJECT
não,OBJECT
passa,OBJECT
de,OBJECT
fogo,OBJECT
de,OBJECT
palha,OBJECT
O,OBJECT
crime,OBJECT
não,OBJECT
é,OBJECT
de,OBJECT
roubo,OBJECT
",",OBJECT
mas,OBJECT
sim,OBJECT
de,OBJECT
condução,OBJECT
de,OBJECT
veículos,OBJECT
automotores,OBJECT
por,OBJECT
menor,OBJECT
de,OBJECT
idade,OBJECT
",",OBJECT
com,OBJECT
aproximadamente,OBJECT
14,OBJECT
anos,OBJECT
.,OBJECT
O,OBJECT
menor,PERSON
",",OBJECT
que,OBJECT
segundo,OBJECT
moradores,PERSON
atende,OBJECT
pelo,OBJECT
nome,OBJECT
de,OBJECT
João,OBJECT
Vitor,OBJECT
",",OBJECT
teria,OBJECT
um,OBJECT
lava-jato,OBJECT
na,OBJECT
residência,LOCATION
de,OBJECT
seus,OBJECT
avós,PERSON
e,OBJECT
consequentemente,OBJECT
e,OBJECT
visto,OBJECT
conduzindo,OBJECT
carros,OBJECT
nos,OBJECT
do,OBJECT
bairro,LOCATION
de,OBJECT
até,OBJECT
ele,OBJECT
.,OBJECT
Às,OBJECT
vezes,OBJECT
até,OBJECT
se,OBJECT
desloca,OBJECT
em,OBJECT
alta,OBJECT
velocidade,OBJECT
",",OBJECT
podendo,OBJECT
causar,OBJECT
sérios,OBJECT
acidentes,OBJECT
",",OBJECT
já,OBJECT
que,OBJECT
mora,OBJECT
em,OBJECT
uma,OBJECT
vila,LOCATION
",",OBJECT
a,OBJECT
vila,LOCATION
Santa,OBJECT
Luzia,OBJECT
.,OBJECT
Solicita-se,OBJECT
que,OBJECT
seja,OBJECT
feita,OBJECT
uma,OBJECT
averiguação,OBJECT
no,OBJECT
local,LOCATION
.,OBJECT
Como,OBJECT
já,OBJECT
registrado,OBJECT
pelo,OBJECT
número,OBJECT
18,OBJECT
.,OBJECT
03,OBJECT
.,OBJECT
2017,OBJECT
Sr,OBJECT
.,OBJECT
Danilo,OBJECT
Quarta,OBJECT
feira,OBJECT
de,OBJECT
cinzas,OBJECT
.,OBJECT
Mais,OBJECT
uma,OBJECT
vez,OBJECT
tento,OBJECT
mostrar,OBJECT
as,OBJECT
autoridades,PERSON
de,OBJECT
segurança,OBJECT
pública,OBJECT
.,OBJECT
A,OBJECT
clonagem,OBJECT
de,OBJECT
um,OBJECT
carro,OBJECT
",",OBJECT
que,OBJECT
pelo,OBJECT
tempo,OBJECT
",",OBJECT
já,OBJECT
foi,OBJECT
vendido,OBJECT
à,OBJECT
um,OBJECT
inocente,PERSON
.,OBJECT
Como,OBJECT
a,OBJECT
denúncia,OBJECT
foi,OBJECT
indeferida,OBJECT
anteriormente,OBJECT
.,OBJECT
Minha,OBJECT
denúncia,OBJECT
se,OBJECT
tornou,OBJECT
vazia,OBJECT
ou,OBJECT
vã,OBJECT
",",OBJECT
desacreditando,OBJECT
no,OBJECT
serviço,OBJECT
de,OBJECT
denúncia,OBJECT
ou,OBJECT
do,OBJECT
serviço,OBJECT
público,OBJECT
.,OBJECT
Quero,OBJECT
comprovar,OBJECT
a,OBJECT
existência,OBJECT
de,OBJECT
uma,OBJECT
quadrilha,PERSON
em,OBJECT
de,OBJECT
clonagem,OBJECT
de,OBJECT
carro,OBJECT
.,OBJECT
Eu,OBJECT
estou,OBJECT
vendo,OBJECT
errado,OBJECT
ou,OBJECT
:,OBJECT
A,OBJECT
placa,OBJECT
é,OBJECT
do,OBJECT
Espirito,OBJECT
Santo,OBJECT
",",OBJECT
São,OBJECT
Matheus,OBJECT
.,OBJECT
E,OBJECT
os,OBJECT
dados,OBJECT
de,OBJECT
emplacamento,OBJECT
de,OBJECT
São,OBJECT
Paulo,OBJECT
.,OBJECT
Tem,OBJECT
alguma,OBJECT
coisa,OBJECT
errada,OBJECT
.,OBJECT
Ou,OBJECT
faltou,OBJECT
​,OBJECT
boa,OBJECT
vontade,OBJECT
da,OBJECT
parte,OBJECT
dos,OBJECT
órgãos,ORGANIZATION
de,OBJECT
segurança,OBJECT
.,OBJECT
Retirada,OBJECT
de,OBJECT
areia,LOCATION
continua,OBJECT
sem,OBJECT
licença,OBJECT
em,OBJECT
macabuzinho,OBJECT
população,PERSON
pede,OBJECT
socorro,OBJECT
a,OBJECT
pote,OBJECT
está,OBJECT
ameaçado,OBJECT
a,OBJECT
cair,OBJECT
e,OBJECT
moradores,PERSON
estão,OBJECT
sem,OBJECT
água,OBJECT
pois,OBJECT
aqui,OBJECT
e,OBJECT
água,OBJECT
de,OBJECT
poço,OBJECT
Todo,OBJECT
dia,OBJECT
homens,PERSON
armados,OBJECT
ficam,OBJECT
aterrorizando,OBJECT
nossas,OBJECT
vidas,OBJECT
Traficantes,PERSON
com,OBJECT
idade,OBJECT
entre,OBJECT
16,OBJECT
e,OBJECT
18,OBJECT
anos,OBJECT
na,OBJECT
rua,LOCATION
Dr,OBJECT
Heleno,OBJECT
Brandão,OBJECT
com,OBJECT
a,OBJECT
senador,PERSON
nanbuco,OBJECT
Um,OBJECT
de,OBJECT
jovens,PERSON
está,OBJECT
tentando,OBJECT
montar,OBJECT
uma,OBJECT
boca,OBJECT
de,OBJECT
fumo,OBJECT
no,OBJECT
final,OBJECT
da,OBJECT
rua,LOCATION
Carlos,OBJECT
Alberto,OBJECT
Monteiro,OBJECT
(,OBJECT
conhecida,OBJECT
como,OBJECT
rua,LOCATION
do,OBJECT
pica,OBJECT
pau,OBJECT
),OBJECT
.,OBJECT
Eles,OBJECT
possuem,OBJECT
armas,OBJECT
pequenas,OBJECT
tipo,OBJECT
pistolas,OBJECT
e,OBJECT
38,OBJECT
.,OBJECT
Eles,OBJECT
montaram,OBJECT
uma,OBJECT
barricada,OBJECT
com,OBJECT
areia,OBJECT
e,OBJECT
pedaços,OBJECT
de,OBJECT
madeira,OBJECT
no,OBJECT
outro,OBJECT
lado,OBJECT
da,OBJECT
rua,LOCATION
.,OBJECT
Pedimos,OBJECT
que,OBJECT
a,OBJECT
polícia,ORGANIZATION
apareça,OBJECT
e,OBJECT
traga,OBJECT
uma,OBJECT
retroescavadeira,OBJECT
ou,OBJECT
qualquer,OBJECT
outra,OBJECT
coisa,OBJECT
para,OBJECT
desobstruir,OBJECT
a,OBJECT
rua,LOCATION
.,OBJECT
Venho,OBJECT
",",OBJECT
novamente,OBJECT
",",OBJECT
relatar,OBJECT
que,OBJECT
há,OBJECT
no,OBJECT
n,OBJECT
°,OBJECT
.,OBJECT
51,OBJECT
da,OBJECT
Rua,OBJECT
Bias,OBJECT
Fortes,OBJECT
pessoas,PERSON
consumindo,OBJECT
e,OBJECT
vendendo,OBJECT
drogas,OBJECT
.,OBJECT
Já,OBJECT
veio,OBJECT
uma,OBJECT
viatura,OBJECT
descaracterizada,OBJECT
no,OBJECT
local,LOCATION
",",OBJECT
mas,OBJECT
os,OBJECT
drogados,OBJECT
/,OBJECT
traficantes,PERSON
continuam,OBJECT
no,OBJECT
mesmo,OBJECT
local,LOCATION
.,OBJECT
Estão,OBJECT
agora,OBJECT
mesmo,OBJECT
consumindo,OBJECT
drogas,OBJECT
no,OBJECT
mesmo,OBJECT
local,LOCATION
.,OBJECT
Casa,OBJECT
verde,OBJECT
entre,OBJECT
uma,OBJECT
igreja,LOCATION
e,OBJECT
uma,OBJECT
.,OBJECT
Na,OBJECT
madrugada,OBJECT
de,OBJECT
sexta,OBJECT
17,OBJECT
/,OBJECT
02,OBJECT
/,OBJECT
2017,OBJECT
para,OBJECT
sábado,OBJECT
na,OBJECT
saída,OBJECT
casa,LOCATION
de,OBJECT
show,OBJECT
quatro,OBJECT
linhas,OBJECT
em,OBJECT
frente,OBJECT
estação,LOCATION
Bento,OBJECT
ribeiro,OBJECT
esse,OBJECT
cidadão,PERSON
Ricardo,OBJECT
Moraes,OBJECT
(,OBJECT
vulgo,OBJECT
bolão,OBJECT
dá,OBJECT
melícia,OBJECT
),OBJECT
de,OBJECT
cruz,OBJECT
controlada,OBJECT
Edimilsom,OBJECT
dá,OBJECT
Silva,OBJECT
Oliveira,OBJECT
(,OBJECT
macalhe,OBJECT
),OBJECT
saiu,OBJECT
do,OBJECT
entrou,OBJECT
no,OBJECT
carro,OBJECT
Corolla,OBJECT
cinza,OBJECT
retornou,OBJECT
efetuou,OBJECT
vários,OBJECT
disparos,OBJECT
de,OBJECT
arma,OBJECT
de,OBJECT
fogo,OBJECT
Contra,OBJECT
essa,OBJECT
pessoa,PERSON
que,OBJECT
foi,OBJECT
avejado,OBJECT
na,OBJECT
cabeça,OBJECT
nas,OBJECT
pernas,OBJECT
.,OBJECT
Ricardo,PERSON
(,OBJECT
bolão,OBJECT
),OBJECT
se,OBJECT
encontra,OBJECT
escondido,OBJECT
na,OBJECT
rua,LOCATION
Pereira,OBJECT
de,OBJECT
Figueiredo,OBJECT
274,OBJECT
bairro,LOCATION
Osvaldo,OBJECT
cruz,OBJECT
",",OBJECT
veículo,OBJECT
Corolla,OBJECT
está,OBJECT
escondido,OBJECT
Rua,OBJECT
Eng,OBJECT
Antônio,OBJECT
Riedlinger,OBJECT
Osvaldo,OBJECT
cruz,OBJECT
próxima,OBJECT
Pereira,OBJECT
de,OBJECT
Figueiredo,LOCATION
Veiculo,OBJECT
abandonado,OBJECT
na,OBJECT
rua,LOCATION
da,OBJECT
quadra,OBJECT
da,OBJECT
escola,LOCATION
de,OBJECT
samba,OBJECT
grande,OBJECT
rio,OBJECT
",",OBJECT
no,OBJECT
centro,OBJECT
de,OBJECT
Duque,OBJECT
de,OBJECT
Caxias,OBJECT
",",OBJECT
na,OBJECT
entrada,OBJECT
da,OBJECT
comunidade,PERSON
do,OBJECT
lixão,OBJECT
",",OBJECT
ao,OBJECT
lado,OBJECT
do,OBJECT
borracheiro,PERSON
roda,OBJECT
bem,OBJECT
.,OBJECT
.,OBJECT
Veiculo,OBJECT
com,OBJECT
diversos,OBJECT
objetos,OBJECT
dentro,OBJECT
incluindo,OBJECT
medicamentos,OBJECT
e,OBJECT
bolsas,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
Trata,OBJECT
se,OBJECT
de,OBJECT
um,OBJECT
Hiunday,OBJECT
HB,OBJECT
20,OBJECT
prata,OBJECT
com,OBJECT
placa,OBJECT
de,OBJECT
Belo,OBJECT
Horizonte,OBJECT
Traficantes,PERSON
promovem,OBJECT
música,OBJECT
funk,OBJECT
com,OBJECT
objetivo,OBJECT
de,OBJECT
agregar,OBJECT
adolescentes,PERSON
para,OBJECT
venda,OBJECT
de,OBJECT
drogas,OBJECT
.,OBJECT
Eles,OBJECT
roubam,OBJECT
energia,OBJECT
da,OBJECT
quadra,OBJECT
da,OBJECT
escola,LOCATION
municipal,OBJECT
Mata,OBJECT
Machado,OBJECT
.,OBJECT
Voltando,OBJECT
à,OBJECT
normalidade,OBJECT
após,OBJECT
algumas,OBJECT
tentativas,OBJECT
da,OBJECT
polícia,ORGANIZATION
Consumo,OBJECT
de,OBJECT
drogas,OBJECT
em,OBJECT
um,OBJECT
depósito,OBJECT
irregular,OBJECT
de,OBJECT
alimentos,OBJECT
onde,OBJECT
ficam,OBJECT
as,OBJECT
carrocinhas,OBJECT
de,OBJECT
comida,OBJECT
da,OBJECT
passarela,PERSON
da,OBJECT
barra,OBJECT
Bem,OBJECT
provável,OBJECT
que,OBJECT
seja,OBJECT
menor,OBJECT
de,OBJECT
idade,OBJECT
",",OBJECT
praticam,OBJECT
roubos,OBJECT
na,OBJECT
Cidade,OBJECT
Nova,OBJECT
.,OBJECT
Na,OBJECT
parte,OBJECT
da,OBJECT
manhã,OBJECT
e,OBJECT
ainda,OBJECT
expõe,OBJECT
como,OBJECT
se,OBJECT
fosse,OBJECT
vitória,OBJECT
nas,OBJECT
redes,ORGANIZATION
sociais,OBJECT
.,OBJECT
Aparentemente,OBJECT
moradores,PERSON
da,OBJECT
favela,LOCATION
da,OBJECT
Nova,OBJECT
Holanda,OBJECT
.,OBJECT
Absurdo,OBJECT
"""",OBJECT
"""",OBJECT
Vossa,OBJECT
Excelência,OBJECT
",",OBJECT
Informo,OBJECT
que,OBJECT
sou,OBJECT
ex,OBJECT
do,OBJECT
registro,OBJECT
civil,OBJECT
de,OBJECT
n,OBJECT
.,OBJECT
217822709,OBJECT
na,OBJECT
seguinte,OBJECT
situação,OBJECT
de,OBJECT
vulnerabilidade,OBJECT
frequente,OBJECT
em,OBJECT
favela,LOCATION
da,OBJECT
Tijuca,LOCATION
/,OBJECT
RJ,LOCATION
:,OBJECT
Induzido,OBJECT
à,OBJECT
homicídios,OBJECT
e,OBJECT
outros,OBJECT
delitos,OBJECT
devido,OBJECT
imputação,OBJECT
ou,OBJECT
imposição,OBJECT
de,OBJECT
dolo,OBJECT
durante,OBJECT
embriaguez,OBJECT
.,OBJECT
Cegueira,OBJECT
própria,OBJECT
e,OBJECT
discernimento,OBJECT
reduzido,OBJECT
invertidos,OBJECT
sob,OBJECT
efeito,OBJECT
de,OBJECT
feitiço,OBJECT
ou,OBJECT
substância,OBJECT
psicoativa,OBJECT
ou,OBJECT
psicotrópico,OBJECT
.,OBJECT
Invasão,OBJECT
de,OBJECT
domicílio,OBJECT
durante,OBJECT
sono,OBJECT
irregular,OBJECT
de,OBJECT
sintomas,OBJECT
de,OBJECT
concussão,OBJECT
cerebral,OBJECT
Homem,PERSON
suspeito,OBJECT
de,OBJECT
cometer,OBJECT
crime,OBJECT
de,OBJECT
homicídio,OBJECT
foragido,OBJECT
de,OBJECT
outra,OBJECT
cidade,LOCATION
está,OBJECT
em,OBJECT
local,LOCATION
que,OBJECT
funciona,OBJECT
uma,OBJECT
marmoraria,OBJECT
deforma,OBJECT
ilegal,OBJECT
ele,OBJECT
presta,OBJECT
serviço,OBJECT
no,OBJECT
local,LOCATION
em,OBJECT
troca,OBJECT
se,OBJECT
mantém,OBJECT
escondido,OBJECT
no,OBJECT
local,LOCATION
em,OBJECT
um,OBJECT
barraco,OBJECT
de,OBJECT
fundos,OBJECT
Homem,PERSON
muito,OBJECT
agressivo,OBJECT
junto,OBJECT
com,OBJECT
ele,OBJECT
tem,OBJECT
uma,OBJECT
jovem,PERSON
é,OBJECT
uma,OBJECT
criança,PERSON
aproximadamente,OBJECT
de,OBJECT
2,OBJECT
anos,OBJECT
de,OBJECT
idade,OBJECT
local,LOCATION
de,OBJECT
esconderijo,OBJECT
Cerca,OBJECT
.,OBJECT
de,OBJECT
.,OBJECT
4,OBJECT
ARMADOS,OBJECT
com,OBJECT
PISTOLA,OBJECT
TODOS,OBJECT
OS,OBJECT
DIAS,OBJECT
ESTÃO,OBJECT
FAZENDO,OBJECT
TRAFICO,OBJECT
DE,OBJECT
DROGAS,OBJECT
.,OBJECT
BOCA,OBJECT
DE,OBJECT
FUMO,OBJECT
.,OBJECT
NA,OBJECT
AV,OBJECT
JULIO,OBJECT
LIMA,OBJECT
NUMERO,OBJECT
39,OBJECT
ATRÁS,OBJECT
DA,OBJECT
LOJA,OBJECT
DE,OBJECT
MATERIAL,OBJECT
DE,OBJECT
CONSTRUÇÃO,OBJECT
DO,OBJECT
CARMELO,OBJECT
.,OBJECT
USAM,OBJECT
E,OBJECT
VENDEM,OBJECT
DROGAS,OBJECT
.,OBJECT
NA,OBJECT
COMUNIDADE,OBJECT
DA,OBJECT
CAROBINHA,OBJECT
.,OBJECT
BAIRRO,OBJECT
SANTA,OBJECT
LUZIA,OBJECT
SAO,OBJECT
GONÇALO,OBJECT
.,OBJECT
Informo,OBJECT
que,OBJECT
o,OBJECT
terreno,LOCATION
que,OBJECT
tem,OBJECT
em,OBJECT
frente,OBJECT
a,OBJECT
estação,LOCATION
do,OBJECT
BRT,ORGANIZATION
e,OBJECT
ao,OBJECT
lado,OBJECT
do,OBJECT
bombeiro,PERSON
no,OBJECT
campinho,LOCATION
",",OBJECT
virou,OBJECT
uma,OBJECT
Cracolândia,LOCATION
e,OBJECT
eles,OBJECT
já,OBJECT
arrombaram,OBJECT
a,OBJECT
N,OBJECT
S,OBJECT
da,OBJECT
Conceição,OBJECT
.,OBJECT
Hoje,OBJECT
ao,OBJECT
passar,OBJECT
de,OBJECT
ônibus,OBJECT
vi,OBJECT
saindo,OBJECT
duas,OBJECT
pessoas,PERSON
e,OBJECT
uma,OBJECT
delas,OBJECT
com,OBJECT
roupa,OBJECT
como,OBJECT
se,OBJECT
fosse,OBJECT
jogar,OBJECT
futebol,OBJECT
e,OBJECT
a,OBJECT
outra,OBJECT
bem,OBJECT
arrumada,OBJECT
",",OBJECT
como,OBJECT
sou,OBJECT
curiosa,OBJECT
continuei,OBJECT
olhando,OBJECT
e,OBJECT
vi,OBJECT
um,OBJECT
grupo,PERSON
indo,OBJECT
ao,OBJECT
sentindo,OBJECT
do,OBJECT
imóvel,LOCATION
que,OBJECT
não,OBJECT
sei,OBJECT
bem,OBJECT
o,OBJECT
q,OBJECT
é,OBJECT
dentro,OBJECT
do,OBJECT
terreno,LOCATION
.,OBJECT
O,OBJECT
muro,OBJECT
já,OBJECT
foi,OBJECT
refeito,OBJECT
pela,OBJECT
pois,OBJECT
pertence,OBJECT
a,OBJECT
ela,OBJECT
e,OBJECT
eles,OBJECT
quebraram,OBJECT
",",OBJECT
agora,OBJECT
o,OBJECT
padre,PERSON
ira,OBJECT
construir,OBJECT
outro,OBJECT
e,OBJECT
capinar,OBJECT
antes,OBJECT
que,OBJECT
eles,OBJECT
tomem,OBJECT
conta,OBJECT
",",OBJECT
a,OBJECT
qualquer,OBJECT
hora,OBJECT
você,OBJECT
vê,OBJECT
a,OBJECT
movimentação,OBJECT
dentro,OBJECT
do,OBJECT
terreno,LOCATION
.,OBJECT
Peço,OBJECT
ajuda,OBJECT
antes,OBJECT
que,OBJECT
vire,OBJECT
definitivamente,OBJECT
a,OBJECT
Cracolândia,LOCATION
igual,OBJECT
a,OBJECT
do,OBJECT
Jacaré,LOCATION
",",OBJECT
já,OBJECT
basta,OBJECT
nosso,OBJECT
bairro,LOCATION
ter,OBJECT
tanto,OBJECT
assalto,OBJECT
.,OBJECT
Fico,OBJECT
grata,OBJECT
!,OBJECT
Três,OBJECT
indivíduos,PERSON
estão,OBJECT
em,OBJECT
um,OBJECT
monza,OBJECT
tubarão,OBJECT
cinza,OBJECT
com,OBJECT
a,OBJECT
porta,OBJECT
do,OBJECT
condutor,PERSON
azul,OBJECT
",",OBJECT
placa,OBJECT
de,OBJECT
Betim,OBJECT
Mg,OBJECT
Gkj-6749,OBJECT
transportando,OBJECT
150,OBJECT
kg,OBJECT
de,OBJECT
pasta,OBJECT
base,OBJECT
de,OBJECT
cocaina,OBJECT
sentido,OBJECT
belo,OBJECT
horizonte,OBJECT
mg,OBJECT
passando,OBJECT
agora,OBJECT
pela,OBJECT
116,OBJECT
e,OBJECT
daqui,OBJECT
a,OBJECT
pouco,OBJECT
estará,OBJECT
na,OBJECT
040,OBJECT
.,OBJECT
Homens,PERSON
armados,OBJECT
todos,OBJECT
os,OBJECT
dias,OBJECT
24h,OBJECT
na,OBJECT
minha,OBJECT
porta,OBJECT
vendendo,OBJECT
drogas,OBJECT
"""",OBJECT
"""",OBJECT
Ontem,OBJECT
após,OBJECT
a,OBJECT
prisão,OBJECT
de,OBJECT
vários,OBJECT
acusados,OBJECT
na,OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
operação,OBJECT
impostor,OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
",",OBJECT
vários,OBJECT
comparsas,PERSON
que,OBJECT
tb,OBJECT
usam,OBJECT
carros,OBJECT
clonados,OBJECT
se,OBJECT
reuniram,OBJECT
na,OBJECT
rua,LOCATION
nuaçu,OBJECT
",",OBJECT
próximo,OBJECT
ao,OBJECT
número,OBJECT
500,OBJECT
",",OBJECT
onde,OBJECT
existe,OBJECT
um,OBJECT
Renault,OBJECT
duster,OBJECT
branca,OBJECT
de,OBJECT
placa,OBJECT
own-4120,OBJECT
que,OBJECT
tb,OBJECT
e,OBJECT
clonado,OBJECT
.,OBJECT
E,OBJECT
mais,OBJECT
abaixo,OBJECT
na,OBJECT
rua,LOCATION
tacaratu,OBJECT
em,OBJECT
frente,OBJECT
ao,OBJECT
quartel,LOCATION
tb,OBJECT
tem,OBJECT
outro,OBJECT
carro,OBJECT
clonado,OBJECT
que,OBJECT
foi,OBJECT
roubado,OBJECT
no,OBJECT
rj,LOCATION
e,OBJECT
usa,OBJECT
placa,OBJECT
de,OBJECT
SP,LOCATION
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
GFG-2886,OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
Hb20,OBJECT
prata,OBJECT
",",OBJECT
que,OBJECT
é,OBJECT
usado,OBJECT
por,OBJECT
um,OBJECT
policial,PERSON
militar,OBJECT
do,OBJECT
batalhao,OBJECT
",",OBJECT
que,OBJECT
só,OBJECT
sai,OBJECT
na,OBJECT
parte,OBJECT
da,OBJECT
noite,OBJECT
.,OBJECT
Na,OBJECT
rua,LOCATION
Nuaçu,OBJECT
o,OBJECT
bando,PERSON
sempre,OBJECT
faz,OBJECT
reuniões,OBJECT
iniciando,OBJECT
20hs,OBJECT
.,OBJECT
Sem,OBJECT
contar,OBJECT
com,OBJECT
diversos,OBJECT
roubos,OBJECT
que,OBJECT
acontece,OBJECT
no,OBJECT
parque,LOCATION
madureira,OBJECT
tb,OBJECT
são,OBJECT
divididos,OBJECT
pela,OBJECT
quadrilha,PERSON
fé,OBJECT
Fabiano,PERSON
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
pardo,OBJECT
",",OBJECT
magro,OBJECT
cara,OBJECT
de,OBJECT
viciado,OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
e,OBJECT
companhia,ORGANIZATION
",",OBJECT
onde,OBJECT
existe,OBJECT
uma,OBJECT
pequena,OBJECT
boca,OBJECT
de,OBJECT
fumo,OBJECT
em,OBJECT
seu,OBJECT
terreno,LOCATION
",",OBJECT
próximo,OBJECT
ao,OBJECT
número,OBJECT
460,OBJECT
muro,OBJECT
branco,OBJECT
e,OBJECT
portão,OBJECT
preto,OBJECT
ao,OBJECT
lado,OBJECT
da,OBJECT
casa,LOCATION
de,OBJECT
muro,OBJECT
verde,OBJECT
.,OBJECT
"""",OBJECT
"""",OBJECT
Visão,OBJECT
própria,OBJECT
escura,OBJECT
quando,OBJECT
induzido,OBJECT
à,OBJECT
delitos,OBJECT
",",OBJECT
ilícitos,PERSON
ou,OBJECT
indignidades,OBJECT
.,OBJECT
Fora,OBJECT
de,OBJECT
30min,OBJECT
.,OBJECT
induzido,OBJECT
à,OBJECT
delitos,OBJECT
.,OBJECT
Capivara,OBJECT
mendigo,OBJECT
.,OBJECT
Interditado,OBJECT
CAPS,OBJECT
Prefeitura,OBJECT
.,OBJECT
Quando,OBJECT
sem,OBJECT
baixa,OBJECT
resistência,OBJECT
ocupo-me,OBJECT
com,OBJECT
mente,OBJECT
no,OBJECT
YouTube,ORGANIZATION
e,OBJECT
Facebook,ORGANIZATION
desta,OBJECT
conta,OBJECT
de,OBJECT
email,OBJECT
:,OBJECT
luciocllima,OBJECT
.,OBJECT
riorj,OBJECT
@,OBJECT
gmail,OBJECT
.,OBJECT
com,OBJECT
Indivíduo,PERSON
com,OBJECT
anestesia,OBJECT
emocional,OBJECT
como,OBJECT
antigo,OBJECT
e,OBJECT
primeiro,OBJECT
Lúcio,OBJECT
Cláudio,OBJECT
Lima,OBJECT
no,OBJECT
antigo,OBJECT
Morro,OBJECT
Casa,OBJECT
Branca,OBJECT
acesso,OBJECT
R,OBJECT
.,OBJECT
São,OBJECT
Miguel,OBJECT
118,OBJECT
/,OBJECT
130,OBJECT
Marechal,OBJECT
Trompovisky,OBJECT
próximo,OBJECT
Av,OBJECT
.,OBJECT
Maracanã,OBJECT
Tijuca,OBJECT
.,OBJECT
Este,OBJECT
na,OBJECT
foto,OBJECT
chama-se,OBJECT
Lopes,PERSON
",",OBJECT
é,OBJECT
um,OBJECT
policial,PERSON
militar,OBJECT
que,OBJECT
é,OBJECT
dono,PERSON
da,OBJECT
maior,OBJECT
do,OBJECT
estado,LOCATION
",",OBJECT
fatura,OBJECT
R,OBJECT
$,OBJECT
700,OBJECT
.,OBJECT
000,OBJECT
",",OBJECT
00,OBJECT
.,OBJECT
Ele,OBJECT
atende,OBJECT
todas,OBJECT
as,OBJECT
favelas,LOCATION
do,OBJECT
rio,LOCATION
e,OBJECT
baixada,OBJECT
com,OBJECT
sua,OBJECT
.,OBJECT
Sua,OBJECT
transmissão,OBJECT
é,OBJECT
por,OBJECT
fibra,OBJECT
ótica,OBJECT
",",OBJECT
onde,OBJECT
pega,OBJECT
carona,OBJECT
na,OBJECT
fibra,OBJECT
da,OBJECT
net,OBJECT
ou,OBJECT
utiliza,OBJECT
fibra,OBJECT
própria,OBJECT
que,OBJECT
em,OBJECT
sua,OBJECT
maioria,OBJECT
foi,OBJECT
roubada,OBJECT
das,OBJECT
operadoras,PERSON
",",OBJECT
inclusive,OBJECT
da,OBJECT
própria,OBJECT
net,OBJECT
",",OBJECT
seu,OBJECT
sócio,PERSON
é,OBJECT
um,OBJECT
policial,PERSON
civil,OBJECT
",",OBJECT
e,OBJECT
juntos,OBJECT
",",OBJECT
abastecem,OBJECT
as,OBJECT
favelas,LOCATION
do,OBJECT
tráfico,OBJECT
e,OBJECT
da,OBJECT
milícia,ORGANIZATION
dando,OBJECT
subsídio,OBJECT
para,OBJECT
ganharem,OBJECT
dinheiro,OBJECT
e,OBJECT
sustentarem,OBJECT
suas,OBJECT
facções,ORGANIZATION
.,OBJECT
Os,OBJECT
dois,OBJECT
são,OBJECT
responsáveis,OBJECT
pela,OBJECT
morte,OBJECT
de,OBJECT
vários,OBJECT
técnicos,PERSON
que,OBJECT
trabalhavam,OBJECT
nestas,OBJECT
comunidades,LOCATION
antes,OBJECT
de,OBJECT
